item_id,title,short_description,long_description,predictions,unitsOfMeasure,last_updated_at
21435544,Glass Plus Glass Cleaner Floral Scent Liquid Bottle,"Features:  -Bottle.  -Non-ammoniated glass cleaner.  -Formula cleans windows, mirrors, appliances, countertops, painted walls, chrome, stainless steel, porcelain, ceramic tile and more without streaking.  -Simply spray and wipe for clear, sparkling-clean surfaces.  -Capacity: 1 Gallon.  Purpose: -Glass.  Style: -Liquids.  Scents: -Floral.  Pack Size: -Individual.  Country of Manufacture: -United States.  Use: -Automotive/Living Areas.  Chemical Size: -&gt; 40 ounces. Dimensions:  Overall Height - Top to Bottom: -1''.  Overall Width - Side to Side: -1''.  Overall Depth - Front to Back: -1''.  Overall Product Weight: -36 lbs.  AllPurpose Bathroom Carpet Cleaners Cleaning Detergent Dishwasher Disinfectants Dust Fabric Furniture Laundry Tech Toilet Chemicals Office Supplies Individual Liquids holidays, christmas gift gifts for girls boys","UVX1001<br /><strong>Features</strong><br /><li>Bottle</li><li>Non-ammoniated glass cleaner</li><li>Formula cleans windows, mirrors, appliances, countertops, painted walls, chrome, stainless steel, porcelain, ceramic tile and more without streaking</li><li>Simply spray and wipe for clear, sparkling-clean surfaces</li><li>Capacity: 1 Gallon</li><li>Purpose: Glass</li><li>Style: Liquids</li><li>Scent: Floral</li><li>Pack Size: Individual</li><li>Country of Manufacture: United States</li><li>Use: Automotive/Living Areas</li><li>Chemical Size:&gt;40 ounces</li> <br /><strong>Dimensions</strong><br /><li>Overall Height - Top to Bottom: 1''</li><li>Overall Width - Side to Side: 1''</li><li>Overall Depth - Front to Back: 1''</li><li>Overall Product Weight: 36 lbs</li>",floral,,1475815908554
46220620,"Alba Botanica Very Emollient Bath & Shower Gel, Honey Mango 12 oz (Pack of 2)",<li>Pack of 2</li>,"<li><b>Pack of 2</b> for the UPC: 724742003623</li> <br/> Give Extra Dry Skin What It Craves <br/> <li> Replenishing Moisture </li><br/><li> For Extra Dry Skin </li><br/><li> Hypo-Allergenic </li><br/><li> No Parabens, Phthalates or Animal Testing </li><br/><li> 100% Vegetarian Ingredients </li> A rich, hydrating and replenishing bathing gel packed with pure botanical emollients to help soothe and soften skin.&nbsp; Alba Botanica&Acirc;&reg; Very Emollient&acirc;&#132;&cent; Bath &amp; Shower Gel blends aloe vera, botanical extracts and fragrant herbs to help gently cleanse, nourish and moisturize for healthy-looking skin.&nbsp; Hypo-allergenic and pH balanced for supporting a gentle but effective skindulgence with a tropical scent of mango, island honey and pure vanilla. <br/> No:&nbsp; Animal Testing, Artificial Colors, Parabens, Phthalates, Sodium Lauryl / Laureth Sulfate or Sodium Myreth Sulfate. Ingredients:&nbsp; Water, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, Sodium Cocoyl Isethionate, Glycerin, Aloe Barbadensis Leaf Juice (Certified Organic Ingredient), Centella Asiatica Extract (Certified Organic Ingredient), Chamomilla Recutita (Matricaria) Extract (Certified Organic Ingredient), Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract (Certified Organic Ingredient), Melissa Officinalis Extract (Certified Organic Ingredient), Sambucus Nigra Extract (Certified Organic Ingredient), Citric Acid, Glyceryl Stearate, Ethylhexylglycerin, Phenoxyethanol, Benzyl Benzoate, Benzyl Salicilate, Butylphenyl Methylpropional, Limonene, Fragrance",None,,1438522190692
133092417,Paul Smith Essential Eau De Toilette Spray For Men,Essential Eau De Toilette Spray,Essential Eau De Toilette Spray,None,,1469804863159
24568632,"Tc Enriched Foaming Hand Soap, Vanilla Scent, 1300ml Refill TEC3486571","Gentle foaming hand cleaner enriched with Vitamin E and Shea Butter. Hypoallergenic to protect sensitive skin. Soap Type: Foam; Application: Hand; Capacity (Volume): 1,300.000 mL. &#x7E; Includes five soap refills.TEC3486571. 3486571. Tc Tc Enriched Foaming Hand Soap, Vanilla Scent, 1300ml Refill. Soap Refills","Gentle foaming hand cleaner enriched with Vitamin E and Shea Butter. Hypoallergenic to protect sensitive skin. Soap Type: Foam; Application: Hand; Capacity (Volume): 1,300.000 mL. &#x7E; Includes five soap refills.TEC3486571. 3486571. Tc Tc Enriched Foaming Hand Soap, Vanilla Scent, 1300ml Refill. Soap Refills<br><ul><li><b>Soap Type</b>: Foam</li><li><b>Application</b>: Hand</li><li><b>Capacity Volume</b>: 1,300.000 mL</li><li><b>Scent</b>: Vanilla</li><li><b>For Use With</b>: FLex 1300 mL Dispensers</li><li><b>Dirt Types</b>: DirtGrime</li><li><b>Packing Type</b>: Refill</li><li><b>Colors</b>: Peach</li><li><b>Pre-consumer Recycled Content Percent</b>: 0%</li><li><b>Post-consumer Recycled Content Percent</b>: 0%</li><li><b>Total Recycled Content Percent</b>: 0%</li></ul><br>",vanilla,,1470656544384
44605221,Old Spice High Endurance Anti-Perspirant Deodorant Invisible Solid Fresh 3 oz (Pack of 2),<li>Free Shipping</li><li>Pack of 2</li>,"<li><b>Pack of 2</b> for the UPC: 012044000243</li> <br/> Smell like a man, man. Active Ingredients: Aluminum Zirconium Trichlorohydrex Gly 19% (Anhydrous) Inactive Ingredients: Cyclopentasiloxane; Stearyl Alcohol; Hydrogenated Castor Oil; Petrolatum; Fragrance; PPG-14 Butyl Ether; Mineral Oil; Behenyl Alcohol Uses: Reduces underarm wetness. Old Spice High Endurance Anti-Perspirant and Deodorant glides on clear to give you long-lasting odor and wetness protection.",None,,1477559737108
190975861,Repairwear Uplifting Firming Cream SPF 15 (Dry Combination to Combination Oily) 1.7oz,Repairwear Uplifting Firming Cream SPF 15 (Dry Combination to Combination Oily) 1.7oz,Repairwear Uplifting Firming Cream SPF 15 (Dry Combination to Combination Oily) 1.7oz,None,,1477257102483
47311161,"Artra  Skin Tone Cream for Oily Skin, 2 oz (Pack of 3)",<li>Free Shipping</li><li>Pack of 3</li>,"<li><b>Pack of 3</b> for the UPC: 075610405101</li> <br/> Artra Skin Tone Cream with antioxidants vitamins to fight skin aging, plus UV A &amp; UV B sunscreens and aloe vera specially balanced for oily skin. Gradually fades skin discolorations such as age spots, freckles, liver spots, dark areas that can occur while using oral contraceptives. <br/>Directions: If skin is sensitive, test on a small area inside the elbow overnight before use. Keep out of reach of children. In case of accidental ingestion, get medical help or contact a poison control center <br/>Ingredients:&nbsp; Water , Glyceryl Stearate , Triethanolamine , Lactic Acidan Alpha Hydroxy Acid , Decyl Oleate , PEG-100 Stearate , Salicylic Acida Beta Hydroxy Acid , Cetyl Alcohol , Stearic Acid , Palmitic Acid , Magnesium Aluminum Silicate , Tocopheryl Acetate (Vitamin E) , Ascorbic Acidvitamin C , Aloe Vera Extract , Dimethicone , Xanthan Gum , Sodium Sulfite , Methylparaben , Fragrance",None,,1476877604694
114856764,Morgane Le Fay - Violet Perfume Spray - 100ml/3.38oz,"A citrus floral fragrance for contemporary womenCrisp, greenery, sensual & intoxicatingTop notes of orange, bergamot & fig leafHeart notes of gardenia tiare, jasmine, lily of the valley, osmanthus, ylang-ylang, tuberose, geranium & carnationBase notes of iris, musk & vanillaPerfect for all occasions","A citrus floral fragrance for contemporary womenCrisp, greenery, sensual & intoxicatingTop notes of orange, bergamot & fig leafHeart notes of gardenia tiare, jasmine, lily of the valley, osmanthus, ylang-ylang, tuberose, geranium & carnationBase notes of iris, musk & vanillaPerfect for all occasions","citrus, floral",,1473191852655
33982803,"Garnier Clean+ Invigorating Daily Scrub for Normal Skin, 5 fl oz","<p><p></p><p>Get smooth, clear skin with the Garnier Clean + Invigorating Daily Scrub. The cleansing formula works to gently energize and refine pores, creating a rejuvenated and refreshed look with every use. The gel scrub features jojoba beads, which go deep to clean and polish your face for a smooth appearance. The peppermint-infused formula instantly energizes skin, giving it a healthful glow. Use this face wash daily to deep clean and gently remove the dirt and oils that build up on your face throughout the day. The revolutionary invigorating scrub goes beyond just cleansing; it revitalizes your skin's look and feel for a healthy, more radiant appearance. In just one use the specially formulated face wash creates a smooth clean surface. After one week, skin appears softer and looks healthy and revitalized. The 5 fl oz Garnier face scrub is oil-free. It is specially formulated for normal skin types.</p><p></p>","<p>Gently invigorate your appearance with this custom cleansing face wash. Use the Garnier Clean + Invigorating Daily Scrub in combination with other Garnier products for a fresh and youthful look day in and day out. <br></p><p></p><b>Garnier Clean + Invigorating Daily Scrub:</b></p><ul><li>Gel scrub with jojoba beads cleanses and polishes to refine pores</li><li>Peppermint-infused formula instantly energizes skin</li><li>Smooth and deeply cleanse skin in 1 use</li><li>Oil-free Garnier face scrub, 5 fl oz</li></ul><p></p>",None,,1477563260920
160589446,Anti-Aging Renewal Serum,"Reduce Fine Lines and Deep Wrinkles Fast with 100% of Nature's Best.   Works to continuously renew the look of skin, helping smooth wrinkles and diminish the look of age spots, crow's feet, and brighten your skin's tone and complexion.  Potent natural anti-oxidants from Jojoba and Sea Buckthorn fight all key signs of visible aging and help neutralize skin-damaging free radicals for healthier looking skin.  This potent, fast-absorbing natural formula is so powerful it creates more radiant and smoother skin that you can see and feel.  Macadamia Nut oil helps thin, fragile skin appear restored, firm, with more elasticity.  This serum with Squalane and Hazelnut oils erases the appearance of fine lines and wrinkles to deliver an ultra-smooth texture while it minimizes the appearance of dark spots and discoloration and evens your skin tone, restoring a radiant glow.","Reduce Fine Lines and Deep Wrinkles Fast with 100% of Nature's Best.   Works to continuously renew the look of skin, helping smooth wrinkles and diminish the look of age spots, crow's feet, and brighten your skin's tone and complexion.  Potent natural anti-oxidants from Jojoba and Sea Buckthorn fight all key signs of visible aging and help neutralize skin-damaging free radicals for healthier looking skin.  This potent, fast-absorbing natural formula is so powerful it creates more radiant and smoother skin that you can see and feel.  Macadamia Nut oil helps thin, fragile skin appear restored, firm, with more elasticity.  This serum with Squalane and Hazelnut oils erases the appearance of fine lines and wrinkles to deliver an ultra-smooth texture while it minimizes the appearance of dark spots and discoloration and evens your skin tone, restoring a radiant glow.",None,,1477560097196
182675373,Bois 1920 3.4 oz Eau De Parfum Spray Perfume for Women,Bois 1920 3.4 oz Eau De Parfum Spray Perfume for Women,"La Vie De Boheme Perfume by Anna Sui, Capture your bohemian side with a spritz of la vie de boheme, the fun and flirtatious daytime fragrance for women from anna sui. Introduced in 2012, this scent features sparkling top notes of pear and red berries that bloom into a floral heart of peony and magnolia for an effervescent effect that's as free-spirited as you are. A rich sandalwood base anchors this fragrance, helping you keep your feet on the ground at the office or out on the town.",None,,1475099336149
45021828,Burt's Bees Farmer's Friend Hand Salve 3 oz (Pack of 3),<li>Free Shipping</li><li>Pack of 3</li>,"<li><b>Pack of 3</b> for the UPC: 792850105997</li> <br/> <br/> Earth friendly natural personal care products. <br/> Hand Salve <br/> Burt's Bees <br/> Active Ingredients: <br/> Prunus Amygdalus Dulcis (Sweet Almond) Oil; Olea Europaea (Olive) Oil; Cera Alba; Eucalyptus Globulus Leaf Oil; Tocopheryl Acetate; Symphytum Officinale Root Extract; Rosmarinus Officinalis (Rosemary) Leaf Extract; Lavandula Hybrida Oil; Lavandula Angustifolia (Lavender) Flower; Rosmarinus Officinalis (Rosemary) Leaf Oil; Tocopherol <br/> For best results, gently massage the salve into skin daily before and after gardening and other outdoor activities. <br/> Uses:<br/> Our all-purpose protective hand salve is made with botanical oils, herbs and beeswax, specially formulated to deeply penetrate dry, chapped hands and other areas that need extra moisturizing. A farmer's friend. Not tested on animals.",None,,1477555594232
164236411,5 Pack - Biore Warming Anti-Blackhead Cleanser 4.5 oz (127 g) Each,n/a,"Biore Warming Anti Blackhead Cleanser 4.5 ounce contains a soothing, self heating formula that cleanses away pore clogging dirt and oil as it helps control blackheads and prevent acne. Effectively wash away stubborn dirt, oil and make up with a powerful formula containing salicylic acid and pore opening warming clay.<br><br>",None,,1477238538188
48470348,Bod Man Really Black 4 oz Deodorant Spray,Bod Man Really Black 4 oz Deodorant Spray,"BOD Man's Black- Smooth, potent and smokin' hot. So beyond what you \""or she\"" has ever smelled before. Irresistably sexy!. Long-Lasting. fresh light sporty fragrances for men. a whole new way for men to wear fragrance. All over Body Spray that combines a designer fragrance",None,,1477104835737
153196123,Hermes 1.7 oz Eau De Cologne Spray Refillable Cologne for Men,Hermes 1.7 oz Eau De Cologne Spray Refillable Cologne for Men,"Eau D'orange Verte Perfume by Hermes, Eau d'orange verte by hermes is refreshing. Giving yourself the opportunity to experience harmony. A beautiful blend of citrus, wood and mint.",None,,1475099208585
50097969,Elizabeth Arden Body Lotion 6.8 Oz,short description is not available,Elizabeth Arden Body Lotion 6.8 Oz,None,,1470210645567
184233100,Crossroads Room Spray 6 Oz. - Fresh Apple,Crossroads Room Spray 6 Oz. is an aerosol room spray Made in the USA with the same amazing scent that Crossroads uses for their candles and reed diffusers.A ,Crossroads Room Spray 6 Oz. - Fresh AppleA is an aerosol room spray Made in the USA with the same amazing scent that Crossroads uses for their candles and reed diffusers.A Fresh Apple is just-picked McIntosh apples fresh from the tree.,None,,1475547545093
193182849,4 Pack - LorAnn Oils Lemon Oil - Natural - 1 dram Each,n/a,"1/8 oz.(1 dram)<br> This is a natural flavor. Used as both a flavoring and as an essential oil<br> Certified Kosher and Parve<br> Flavoring: An unsweetened, professional flavoring that is 3-4 times stronger than extracts. Can be used in a variety of fl<br><br>",None,,1477595975479
105287772,Antioxidant Omega Oil Blend,Antioxidant Omega Oil Blend - 17 Fluid Ounces Oil,Antioxidant Omega Oil Blend - 17 Fluid Ounces Oil,None,,1476391264533
28602251,Gift Set -- 3. 4 oz Eau De Toilette Spray + 3. 4 oz Body Lotion + 3. 4 oz Shower Gel,"LIZ SPORT by Liz Claiborne Gift Set -- 3, 4 oz Eau De Toilette Spray + 3, 4 oz Body Lotion + 3, 4 oz Shower GelLaunched by the design house of Liz Claiborne in 1997 LIZ SPORT is classified as a refreshing flowery fragrance,","LIZ SPORT by Liz Claiborne Gift Set -- 3, 4 oz Eau De Toilette Spray + 3, 4 oz Body Lotion + 3, 4 oz Shower GelLaunched by the design house of Liz Claiborne in 1997 LIZ SPORT is classified as a refreshing flowery fragrance,  This feminine scent possesses a blend of green florals ivy mandarin wood moss cedar and white musk,  It is recommended for daytime wear,  SKU: FX452625",flowery,,1477525186320
